,database1,database2,tablename,source,seg_id,vers_rotor,datacountdbl,datacountstr,da,dm,di,z,lp,spiri,hr,hl,gamma,plen,was,alpha_a,tanue,delta_u,wks,wbk,memotext,k2_refpos,functyp,profile,profile_correction,profile_last_correction,profile_actual,settings,settings_correction,settings_last_correction,settings_lead_actual,settings_cone_actual,count,cycleno,cycleselect,progno,vc,vcr,vf,vfr,vr,vrad,srad,saxl,saxr,ssum,vca,vfa,vfar,nsz,sa,na,deltagamma1,fpmr,fpma,wait,ndpc,fdwl,qd,fdsl,bal,hm,sradl,sradr,sradvt,sradvtactive,noiseampl,noiselimitlow,processname,cyclefinished,nso,v2rad,fsr,vfrr,vval1,vval2,vers_process,datacountcycle,datacountstrcycle,grindingwheel,dresser,dresser_2,cutterhead,vers_profile,area,axis,flank,startpos,endpos,a,b,c,d,e,f,g,seg_name,wp_id,seg_typ,seg_pos,origin,machinetyp,vers_settings,vers_grindingtool,wheel_type,dw,bwmin,cd,bw,vmax,pmax,ident,wp_name,pj_id,work_routine
895,KsDatabase_106_50_base,KsDatabase_106_090_base,PROFILE,Database2,2293.0,,15.0,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1,118.0,0.0,0.0,7.060412,25.679576,0.0,0.26510513452487827,0.9642195121695818,0.0,5119000.0,0.0,0.0,,,,,,,,,,,,,,,,,,,
896,KsDatabase_106_50_base,KsDatabase_106_090_base,PROFILE,Database2,2293.0,,15.0,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1,119.0,0.0,0.0,7.917564,25.428375,0.0,0.29728955464663254,0.9547873693645129,0.0,5120000.0,0.0,0.0,,,,,,,,,,,,,,,,,,,
897,KsDatabase_106_50_base,KsDatabase_106_090_base,PROFILE,Database2,2293.0,,15.0,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1,120.0,0.0,0.0,8.76581,25.148571,0.0,0.329139582818387,0.9442812796101266,0.0,5121000.0,0.0,0.0,,,,,,,,,,,,,,,,,,,
898,KsDatabase_106_50_base,KsDatabase_106_090_base,PROFILE,Database2,2293.0,,15.0,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1,121.0,0.0,0.0,9.604196,24.840481,0.0,0.36061939405785975,0.9327130601794649,0.0,5122000.0,0.0,0.0,,,,,,,,,,,,,,,,,,,
899,KsDatabase_106_50_base,KsDatabase_106_090_base,PROFILE,Database2,2293.0,,15.0,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1,122.0,0.0,0.0,10.431779,24.504449,0.0,0.3916935798035948,0.9200957230313838,0.0,5123000.0,0.0,0.0,,,,,,,,,,,,,,,,,,,
900,KsDatabase_106_50_base,KsDatabase_106_090_base,PROFILE,Database2,2293.0,,15.0,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1,123.0,0.0,0.0,11.247528,24.140903,0.0,0.42232339083739767,0.9064452292067087,0.0,5124000.0,0.0,0.0,,,,,,,,,,,,,,,,,,,
901,KsDatabase_106_50_base,KsDatabase_106_090_base,PROFILE,Database2,2293.0,,15.0,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1,124.0,0.0,0.0,12.050728,23.750158,0.0,0.45248202567650847,0.8917735230649559,0.0,5125000.0,0.0,0.0,,,,,,,,,,,,,,,,,,,
902,KsDatabase_106_50_base,KsDatabase_106_090_base,PROFILE,Database2,2293.0,,15.0,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1,125.0,0.0,0.0,12.840373,23.3327,0.0,0.4821317077302263,0.8760987480878715,0.0,5126000.0,0.0,0.0,,,,,,,,,,,,,,,,,,,
903,KsDatabase_106_50_base,KsDatabase_106_090_base,PROFILE,Database2,2293.0,,15.0,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1,126.0,0.0,0.0,13.615575,22.888997,0.0,0.5112390869704591,0.8594385352970922,0.0,5127000.0,0.0,0.0,,,,,,,,,,,,,,,,,,,
904,KsDatabase_106_50_base,KsDatabase_106_090_base,PROFILE,Database2,2293.0,,15.0,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1,127.0,0.0,0.0,14.375462,22.419548,0.0,0.5397714233525223,0.8418116241368921,0.0,5128000.0,0.0,0.0,,,,,,,,,,,,,,,,,,,
905,KsDatabase_106_50_base,KsDatabase_106_090_base,PROFILE,Database2,2293.0,,15.0,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1,128.0,0.0,0.0,15.11918,21.924882,0.0,0.5676966236412117,0.8232378413960139,0.0,5129000.0,0.0,0.0,,,,,,,,,,,,,,,,,,,
906,KsDatabase_106_50_base,KsDatabase_106_090_base,PROFILE,Database2,2293.0,,15.0,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1,129.0,0.0,0.0,15.845892,21.405554,0.0,0.5949832775093478,0.8037380789064522,0.0,5130000.0,0.0,0.0,,,,,,,,,,,,,,,,,,,
907,KsDatabase_106_50_base,KsDatabase_106_090_base,PROFILE,Database2,2293.0,,15.0,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1,130.0,0.0,0.0,16.55478,20.86215,0.0,0.6216006928681795,0.7833342700442762,0.0,5131000.0,0.0,0.0,,,,,,,,,,,,,,,,,,,
908,KsDatabase_106_50_base,KsDatabase_106_090_base,PROFILE,Database2,2293.0,,15.0,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1,131.0,0.0,0.0,17.244963,20.295352,0.0,0.6361580515585024,0.7715587686218658,0.0,5132000.0,0.0,0.0,,,,,,,,,,,,,,,,,,,
909,KsDatabase_106_50_base,KsDatabase_106_090_base,PROFILE,Database2,2293.0,,15.0,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1,132.0,0.0,0.0,17.528539,20.07551,0.0,0.5770397836746108,0.8167160388144452,0.0,5133000.0,0.0,0.0,,,,,,,,,,,,,,,,,,,
910,KsDatabase_106_50_base,KsDatabase_106_090_base,PROFILE,Database2,2293.0,,15.0,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1,133.0,0.0,0.0,17.82663,19.884407,0.0,0.5029937899792952,0.8642900249582108,0.0,5134000.0,0.0,0.0,,,,,,,,,,,,,,,,,,,
911,KsDatabase_106_50_base,KsDatabase_106_090_base,PROFILE,Database2,2293.0,,15.0,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1,134.0,0.0,0.0,18.132172,19.724393,0.0,0.4270934485525448,0.9042074906809249,0.0,5135000.0,0.0,0.0,,,,,,,,,,,,,,,,,,,
912,KsDatabase_106_50_base,KsDatabase_106_090_base,PROFILE,Database2,2293.0,,15.0,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1,135.0,0.0,0.0,18.43838,19.595695,0.0,0.35102629910183536,0.9363656002539119,0.0,5136000.0,0.0,0.0,,,,,,,,,,,,,,,,,,,
913,KsDatabase_106_50_base,KsDatabase_106_090_base,PROFILE,Database2,2293.0,,15.0,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1,136.0,0.0,0.0,18.739344,19.49702,0.0,0.27628814656720696,0.9610748462354312,0.0,5137000.0,0.0,0.0,,,,,,,,,,,,,,,,,,,
914,KsDatabase_106_50_base,KsDatabase_106_090_base,PROFILE,Database2,2293.0,,15.0,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1,137.0,0.0,0.0,19.030074,19.425871,0.0,0.20407857450521735,0.978954511419156,0.0,5138000.0,0.0,0.0,,,,,,,,,,,,,,,,,,,
915,KsDatabase_106_50_base,KsDatabase_106_090_base,PROFILE,Database2,2293.0,,15.0,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1,138.0,0.0,0.0,19.307424,19.378888,0.0,0.1352942105938696,0.9908054685859287,0.0,5139000.0,0.0,0.0,,,,,,,,,,,,,,,,,,,
916,KsDatabase_106_50_base,KsDatabase_106_090_base,PROFILE,Database2,2293.0,,15.0,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1,139.0,0.0,0.0,19.56917,19.352495,0.0,0.07050069534293622,0.9975117302348692,0.0,5140000.0,0.0,0.0,,,,,,,,,,,,,,,,,,,
917,KsDatabase_106_50_base,KsDatabase_106_090_base,PROFILE,Database2,2293.0,,15.0,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1,140.0,0.0,0.0,19.81419,19.343259,0.0,0.00999207058248957,0.999950078016635,0.0,5141000.0,0.0,0.0,,,,,,,,,,,,,,,,,,,
918,KsDatabase_106_50_base,KsDatabase_106_090_base,PROFILE,Database2,2293.0,,15.0,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1,141.0,0.0,0.0,20.042206,19.34799,0.0,-0.04615872191238548,0.9989341181436416,0.0,5142000.0,0.0,0.0,,,,,,,,,,,,,,,,,,,
919,KsDatabase_106_50_base,KsDatabase_106_090_base,PROFILE,Database2,2293.0,,15.0,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1,142.0,0.0,0.0,20.253757,19.363785,0.0,-0.09802460910436293,0.9951839910337871,0.0,5143000.0,0.0,0.0,,,,,,,,,,,,,,,,,,,
920,KsDatabase_106_50_base,KsDatabase_106_090_base,PROFILE,Database2,2293.0,,15.0,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1,143.0,0.0,0.0,20.449614,19.388222,0.0,-0.1457932287576296,0.9893150835039489,0.0,5144000.0,0.0,0.0,,,,,,,,,,,,,,,,,,,
921,KsDatabase_106_50_base,KsDatabase_106_090_base,PROFILE,Database2,2293.0,,15.0,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1,144.0,0.0,0.0,20.630798,19.41952,0.0,-0.18972174490956786,0.9818378987941283,0.0,5145000.0,0.0,0.0,,,,,,,,,,,,,,,,,,,
922,KsDatabase_106_50_base,KsDatabase_106_090_base,PROFILE,Database2,2293.0,,15.0,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1,145.0,0.0,0.0,20.79848,19.455794,0.0,-0.23009364363272664,0.9731684926875797,0.0,5146000.0,0.0,0.0,,,,,,,,,,,,,,,,,,,
923,KsDatabase_106_50_base,KsDatabase_106_090_base,PROFILE,Database2,2293.0,,15.0,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1,146.0,0.0,0.0,20.9538,19.495858,0.0,-0.26720608436178894,0.9636394079115074,0.0,5147000.0,0.0,0.0,,,,,,,,,,,,,,,,,,,
924,KsDatabase_106_50_base,KsDatabase_106_090_base,PROFILE,Database2,2293.0,,15.0,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1,147.0,0.0,0.0,21.097879,19.53893,0.0,-0.30135833256268973,0.9535109623884958,0.0,5148000.0,0.0,0.0,,,,,,,,,,,,,,,,,,,
925,KsDatabase_106_50_base,KsDatabase_106_090_base,PROFILE,Database2,2293.0,,15.0,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1,148.0,0.0,0.0,21.231871,19.583865,0.0,-0.33281911660742114,0.9429906869214859,0.0,5149000.0,0.0,0.0,,,,,,,,,,,,,,,,,,,
926,KsDatabase_106_50_base,KsDatabase_106_090_base,PROFILE,Database2,2293.0,,15.0,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1,149.0,0.0,0.0,21.356743,19.630278,0.0,-0.381719513148735,0.9242782120560307,0.0,5150000.0,0.0,0.0,,,,,,,,,,,,,,,,,,,
927,KsDatabase_106_50_base,KsDatabase_106_090_base,PROFILE,Database2,2293.0,,15.0,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1,150.0,0.0,0.0,21.630033,19.747501,0.0,-0.42066455923718005,0.9072162523906795,0.0,5151000.0,0.0,0.0,,,,,,,,,,,,,,,,,,,
928,KsDatabase_106_50_base,KsDatabase_106_090_base,PROFILE,Database2,2293.0,,15.0,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1,151.0,0.0,0.0,21.865352,19.866492,0.0,-0.4737400274269795,0.880664741211708,0.0,5152000.0,0.0,0.0,,,,,,,,,,,,,,,,,,,
929,KsDatabase_106_50_base,KsDatabase_106_090_base,PROFILE,Database2,2293.0,,15.0,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1,152.0,0.0,0.0,22.071609,19.985309,0.0,-0.5185778089957341,0.8550304415733886,0.0,5153000.0,0.0,0.0,,,,,,,,,,,,,,,,,,,
930,KsDatabase_106_50_base,KsDatabase_106_090_base,PROFILE,Database2,2293.0,,15.0,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1,153.0,0.0,0.0,22.255304,20.103172,0.0,-0.5569675652198554,0.8305342445035402,0.0,5154000.0,0.0,0.0,,,,,,,,,,,,,,,,,,,
931,KsDatabase_106_50_base,KsDatabase_106_090_base,PROFILE,Database2,2293.0,,15.0,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1,154.0,0.0,0.0,22.421356,20.219933,0.0,-0.590253128157555,0.8072182138060444,0.0,5155000.0,0.0,0.0,,,,,,,,,,,,,,,,,,,
932,KsDatabase_106_50_base,KsDatabase_106_090_base,PROFILE,Database2,2293.0,,15.0,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1,155.0,0.0,0.0,22.573466,20.335858,0.0,-0.6194489494345803,0.7850369411972884,0.0,5156000.0,0.0,0.0,,,,,,,,,,,,,,,,,,,
933,KsDatabase_106_50_base,KsDatabase_106_090_base,PROFILE,Database2,2293.0,,15.0,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1,156.0,0.0,0.0,22.714427,20.451301,0.0,-0.6453326765859486,0.7639016537031553,0.0,5157000.0,0.0,0.0,,,,,,,,,,,,,,,,,,,
934,KsDatabase_106_50_base,KsDatabase_106_090_base,PROFILE,Database2,2293.0,,15.0,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1,157.0,0.0,0.0,22.846512,20.566587,0.0,-0.6575112547470953,0.7534447225118113,0.0,5158000.0,0.0,0.0,,,,,,,,,,,,,,,,,,,
935,KsDatabase_106_50_base,KsDatabase_106_090_base,PROFILE,Database2,2293.0,,15.0,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1,158.0,0.0,0.0,22.85538,20.574223,0.0,-0.6415866366830408,0.7670505769698265,0.0,5159000.0,0.0,0.0,,,,,,,,,,,,,,,,,,,
936,KsDatabase_106_50_base,KsDatabase_106_090_base,PROFILE,Database2,2293.0,,15.0,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1,159.0,0.0,0.0,22.881747,20.59605,0.0,-0.6239820012641394,0.7814387129509258,0.0,5160000.0,0.0,0.0,,,,,,,,,,,,,,,,,,,
937,KsDatabase_106_50_base,KsDatabase_106_090_base,PROFILE,Database2,2293.0,,15.0,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1,160.0,0.0,0.0,22.926482,20.631102,0.0,-0.6037856540037807,0.7971467142372393,0.0,5161000.0,0.0,0.0,,,,,,,,,,,,,,,,,,,
938,KsDatabase_106_50_base,KsDatabase_106_090_base,PROFILE,Database2,2293.0,,15.0,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1,161.0,0.0,0.0,22.990392,20.678332,0.0,-0.5825914413349981,0.8127651644129499,0.0,5162000.0,0.0,0.0,,,,,,,,,,,,,,,,,,,
939,KsDatabase_106_50_base,KsDatabase_106_090_base,PROFILE,Database2,2293.0,,15.0,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1,162.0,0.0,0.0,23.073975,20.736731,0.0,-0.5607465299889707,0.8279875174815913,0.0,5163000.0,0.0,0.0,,,,,,,,,,,,,,,,,,,
940,KsDatabase_106_50_base,KsDatabase_106_090_base,PROFILE,Database2,2293.0,,15.0,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1,163.0,0.0,0.0,23.177987,20.805299,0.0,-0.5383770675722307,0.8427040602206244,0.0,5164000.0,0.0,0.0,,,,,,,,,,,,,,,,,,,
941,KsDatabase_106_50_base,KsDatabase_106_090_base,PROFILE,Database2,2293.0,,15.0,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1,164.0,0.0,0.0,23.30297,20.882966,0.0,-0.5155492396908647,0.8568599543998839,0.0,5165000.0,0.0,0.0,,,,,,,,,,,,,,,,,,,
942,KsDatabase_106_50_base,KsDatabase_106_090_base,PROFILE,Database2,2293.0,,15.0,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1,165.0,0.0,0.0,23.449491,20.968622,0.0,-0.492302228216404,0.8704243310553558,0.0,5166000.0,0.0,0.0,,,,,,,,,,,,,,,,,,,
943,KsDatabase_106_50_base,KsDatabase_106_090_base,PROFILE,Database2,2293.0,,15.0,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1,166.0,0.0,0.0,23.618057,21.061207,0.0,-0.46866508261891104,0.8833759337529008,0.0,5167000.0,0.0,0.0,,,,,,,,,,,,,,,,,,,
944,KsDatabase_106_50_base,KsDatabase_106_090_base,PROFILE,Database2,2293.0,,15.0,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1,167.0,0.0,0.0,23.809139,21.159381,0.0,-0.444661833456572,0.8956985284497456,0.0,5168000.0,0.0,0.0,,,,,,,,,,,,,,,,,,,
945,KsDatabase_106_50_base,KsDatabase_106_090_base,PROFILE,Database2,2293.0,,15.0,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1,168.0,0.0,0.0,24.023211,21.262076,0.0,-0.4203155487322902,0.9073780025402168,0.0,5169000.0,0.0,0.0,,,,,,,,,,,,,,,,,,,
946,KsDatabase_106_50_base,KsDatabase_106_090_base,PROFILE,Database2,2293.0,,15.0,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1,169.0,0.0,0.0,24.260518,21.368304,0.0,-0.3956520667641429,0.9184004802183316,0.0,5170000.0,0.0,0.0,,,,,,,,,,,,,,,,,,,
947,KsDatabase_106_50_base,KsDatabase_106_090_base,PROFILE,Database2,2293.0,,15.0,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1,170.0,0.0,0.0,24.521521,21.476647,0.0,-0.37068686081776286,0.9287579077547994,0.0,5171000.0,0.0,0.0,,,,,,,,,,,,,,,,,,,
948,KsDatabase_106_50_base,KsDatabase_106_090_base,PROFILE,Database2,2293.0,,15.0,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1,171.0,0.0,0.0,24.80651,21.585993,0.0,-0.34543750533541157,0.9384417562681487,0.0,5172000.0,0.0,0.0,,,,,,,,,,,,,,,,,,,
949,KsDatabase_106_50_base,KsDatabase_106_090_base,PROFILE,Database2,2293.0,,15.0,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1,172.0,0.0,0.0,25.115474,21.695073,0.0,-0.31993417308372535,0.9474397737551622,0.0,5173000.0,0.0,0.0,,,,,,,,,,,,,,,,,,,
950,KsDatabase_106_50_base,KsDatabase_106_090_base,PROFILE,Database2,2293.0,,15.0,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1,173.0,0.0,0.0,25.448888,21.802783,0.0,-0.2991976082658741,0.9541911712062633,0.0,5174000.0,0.0,0.0,,,,,,,,,,,,,,,,,,,
951,KsDatabase_106_50_base,KsDatabase_106_090_base,PROFILE,Database2,2293.0,,15.0,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1,174.0,0.0,0.0,25.647165,21.862607,0.0,-0.28567861619968365,0.9583254813716652,0.0,5175000.0,0.0,0.0,,,,,,,,,,,,,,,,,,,
952,KsDatabase_106_50_base,KsDatabase_106_090_base,PROFILE,Database2,2293.0,,15.0,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1,175.0,0.0,0.0,25.864737,21.926574,0.0,-0.2758988347672814,0.9611866795654507,0.0,5176000.0,0.0,0.0,,,,,,,,,,,,,,,,,,,
953,KsDatabase_106_50_base,KsDatabase_106_090_base,PROFILE,Database2,2293.0,,15.0,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1,176.0,0.0,0.0,26.106672,21.994453,0.0,-0.26270668386183965,0.9648757423908612,0.0,5177000.0,0.0,0.0,,,,,,,,,,,,,,,,,,,
954,KsDatabase_106_50_base,KsDatabase_106_090_base,PROFILE,Database2,2293.0,,15.0,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1,177.0,0.0,0.0,26.373579,22.064878,0.0,-0.24691265644037952,0.969037739249383,0.0,5178000.0,0.0,0.0,,,,,,,,,,,,,,,,,,,
955,KsDatabase_106_50_base,KsDatabase_106_090_base,PROFILE,Database2,2293.0,,15.0,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1,178.0,0.0,0.0,26.665484,22.136664,0.0,-0.2291006662096216,0.9734027351216492,0.0,5179000.0,0.0,0.0,,,,,,,,,,,,,,,,,,,
956,KsDatabase_106_50_base,KsDatabase_106_090_base,PROFILE,Database2,2293.0,,15.0,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1,179.0,0.0,0.0,26.982873,22.208184,0.0,-0.20967288218412916,0.9777715901357537,0.0,5180000.0,0.0,0.0,,,,,,,,,,,,,,,,,,,
